GEOID,xcoord,ycoord
36005017100,-73.907547468920015,40.840420701395409
36005036100,-73.879568160367612,40.842258983394778
36005039902,-73.894764542093952,40.860423941175846
36005024900,-73.913165061005756,40.857422620937633
36047000301,-73.997533068043992,40.696711999540746
36047002901,-73.978100351077117,40.694983236632901
36047006700,-73.997223891252474,40.684174924240949
36047007100,-73.987190513220227,40.683331620494535
36047022900,-73.956761569524346,40.685131491501771
36047025100,-73.949387954002432,40.687854617065398
36047028502,-73.940879521883843,40.697451599568659
36047029300,-73.932958219117140,40.687497122235591
36047042100,-73.924038716022835,40.697029237475476
36047049300,-73.941352107922114,40.707787602301828
36047050700,-73.947017892400325,40.701407206147046
36047053300,-73.957361918810903,40.703756562777663
36047057100,-73.947630851240405,40.724770735255667
36061000600,-73.989161579191929,40.710117343560910
36061001600,-73.993257370149237,40.715945341698678
36061003100,-74.003811583606407,40.715319617527506
36061004700,-74.002833334804379,40.722408369771792
36061006600,-73.979231755199578,40.740070549900103
36061008300,-74.004453401511142,40.742198203162928
36061008700,-73.996996419586722,40.742244010236675
36061009000,-73.970085826295204,40.752658024373901
36061009700,-73.999032307579284,40.749639212438659
36061011900,-73.986024201173265,40.757315037560247
36061014000,-73.958209907686125,40.775914144049999
36061015400,-73.949124506372527,40.781349342156574
36061016400,-73.944474503418320,40.787714166101679
36061016900,-73.973119446302803,40.785195968997307
36061020101,-73.960200873833998,40.806434836624852
36061020701,-73.958552486250085,40.808882491453197
36061022200,-73.948789673075268,40.808341002836087
36061022600,-73.944811154995179,40.813430081548198
36061023900,-73.941027541933536,40.832339492906435
36061026500,-73.940155816453100,40.849621829517851
36081001900,-73.945015874049687,40.748581318044252
36081006900,-73.922155072639299,40.771499993065191
36081016300,-73.909879731500396,40.756318863979622
36081018502,-73.922066536078987,40.740554329455961
36081023500,-73.917593757302171,40.739394702338906
36061001800,-73.990842146859407,40.719045842456012
36061003002,-73.985856440847783,40.722963419628762
36061003800,-73.988466342568316,40.727366403927185
36061004900,-74.000503936985481,40.725070352569787
36061005502,-73.993872513886359,40.726221042213027
36061007000,-73.976961715599828,40.743184817927734
36061009400,-73.977866731400738,40.755217830804305
36061010200,-73.974448934380248,40.759424223098073
36061011000,-73.963139221817698,40.762147783694324
36061011202,-73.972131360665642,40.762604183292062
36061011401,-73.970495501191024,40.764840549248277
36061012000,-73.964766998414675,40.766926626810069
36061013100,-73.982352950165520,40.762345214607436
36061013800,-73.953815076935840,40.774921572073346
36061014401,-73.947551364184136,40.775248770735544
36061014801,-73.956074333391783,40.778841612818468
36061015300,-73.980665362840938,40.774858722245980
36061015700,-73.978788676674412,40.777417663262035
36061016002,-73.953685843496757,40.787878228399173
36061016600,-73.948388840769027,40.789374203148888
36061017402,-73.947157270169953,40.796804262352879
36061018000,-73.939594871083159,40.794401777847945
36061018500,-73.966364774837700,40.794502939172844
36061019000,-73.947619524664347,40.801961578250534
36061020000,-73.945233747917399,40.805786340216507
36061020800,-73.942007517685695,40.809647850283127
36061021500,-73.949472615696138,40.813534753185571
36061021800,-73.952476180424739,40.803030247122720
36061023400,-73.938918987994128,40.823928259701347
36061024900,-73.936459363019949,40.839107566493333
36061031900,-74.015609738247363,40.702794948499630
36047002300,-73.983382967215391,40.699574901387038
36047004500,-73.995286051635517,40.688146372052458
36047012700,-73.982851187647583,40.681747603453658
36047018300,-73.971478305699137,40.691376853803753
36047019700,-73.966746282220001,40.688002422737540
36047024900,-73.948394011100390,40.682987133806904
36047025500,-73.951286420824275,40.697395137989488
36047026900,-73.943324513902638,40.681281544155205
36047029500,-73.932375901092470,40.684565945028950
36081004300,-73.937514525265300,40.760950974717048
36081005100,-73.932137413135763,40.755640328803494
36081006502,-73.915118547715451,40.766796074055797
36081007700,-73.931745355043688,40.766719296290312
36081009700,-73.918601774890206,40.776481689372545
36081015100,-73.910844864337264,40.760167373793479
36047039700,-73.919491688183086,40.689023765302103
36047040100,-73.912740804668616,40.686459396112120
36047041300,-73.910619954576561,40.689814669845802
36047041900,-73.921030100637481,40.695329890975977
36047042500,-73.930906737231211,40.701462539674630
36047043700,-73.908423908533962,40.693245312620746
36047051700,-73.954499465518666,40.720652243440234
36081025100,-73.909714703605431,40.744850196209477
36047054500,-73.965283360667598,40.705239955969759
36047055700,-73.959331987715387,40.722005697305107
36081054900,-73.907816223381872,40.702186599817239
36081059100,-73.909780337424493,40.708111778814356
36061000700,-74.007590798867412,40.705392565389637
36047012902,-73.976026220186952,40.680770499439390
36047023100,-73.960838255590673,40.685786602830817
36047037500,-73.921333169998078,40.687408958206525
36061000201,-73.985668145031013,40.709641429903563
36061008100,-73.998771228290806,40.739805178004545
36061011402,-73.967278917525093,40.763482907054176
36061016001,-73.955322919662535,40.785635816774558
36061023502,-73.938923603808163,40.827880704673220
36081003100,-73.933817694012106,40.753111403773673
36081015900,-73.918454111185753,40.755718283089656
36081054500,-73.912621139787277,40.705547878884126
36047036900,-73.909212096488915,40.679621994264700
36081016900,-73.914369558954931,40.748248479306547
36047052500,-73.959971421668683,40.708879065359241
36061018400,-73.945068893528202,40.799684293680308
36061002500,-73.997604711095519,40.708757284520715
36047012901,-73.978529024156501,40.681727911315008
36081011100,-73.907313321013646,40.778794615989824
36061023000,-73.941389437290695,40.818472549942470
36047027900,-73.939344584919994,40.689759348200518
36047043300,-73.915938793585397,40.697522138089987
36047048900,-73.939273336384247,40.702932153554173
36047003500,-73.976175343639838,40.685322380745973
36047017900,-73.971348553432591,40.684252658986480
36047027300,-73.937438215348450,40.681084033448251
36061002202,-73.981138311229373,40.721258743250097
36061005800,-73.990518762321130,40.743150069468562
36061008000,-73.977652120010433,40.749258718471914
36061011203,-73.968914601775097,40.761244445899607
36061015801,-73.952103936915705,40.784278380626837
36061021400,-73.936227097715474,40.817797222327819
36081005500,-73.927789685341097,40.753795274289523
36081007900,-73.929956364762248,40.769088176795549
36081015700,-73.921970570736406,40.755069202800335
36047001300,-73.988325981247030,40.697609505415912
36047052700,-73.953684709226508,40.708366171996076
36047056100,-73.956570796299061,40.726404642111767
36061002602,-73.978615885120547,40.724389884710590
36061005700,-73.992396605181199,40.729411458175292
36061009600,-73.980884894206753,40.756375168468566
36061012800,-73.961517500009407,40.771380528105965
36061017100,-73.982440099755024,40.789053217912731
36061020102,-73.956622048159900,40.805050971127677
36061022400,-73.946960111667181,40.811122289938311
36047037700,-73.920187514572234,40.684088497107247
36081016100,-73.914589945733951,40.755073290270197
36061024301,-73.938759670604597,40.835976201990171
36047038500,-73.926789000502652,40.687454642667234
36047001500,-73.982979665178718,40.694191148219431
36061002700,-73.998931226739174,40.712603877586389
36061008602,-73.963922405010436,40.748543352750019
36061001200,-73.982084700577047,40.715903376928360
