geoid,xcoord,ycoord,tree_sample
36005028700,-73.9046551480706,40.8827158619213,2025.18181187824
36005033202,-73.8689413372518,40.8633818187595,1934.32508353109
36005039800,-73.8534698744568,40.8826973966875,3252.70673240805
36005040600,-73.8570047406512,40.8879507841007,3218.42853808067
36005044400,-73.8437288268427,40.899542200057,
36061028300,-73.9287087776425,40.8589010217578,2452.09439997613
36005005600,-73.8790575543811,40.8326273925019,2198.50053322009
36005038200,-73.8548563999496,40.8773187497943,2945.31151357182
36005007300,-73.9093872883351,40.8146757070918,2437.7283629725
36005026400,-73.832083558775,40.8417822219849,3103.36287910644
36005029700,-73.9118195812296,40.8849880576549,2135.60306240696
36005002300,-73.9257988129747,40.8090723132204,2659.24965844051
36005008500,-73.8990893121759,40.8162797639391,1900.1147639223
36005016900,-73.902729028154,40.8377049964476,2114.66807428323
36005021002,-73.856480468183,40.8384733974181,1076.21961246467
36005023702,-73.8973221691428,40.8606383904338,1846.01713436726
36005031400,-73.8455781101408,40.8615625121641,3585.49437922762
36061026700,-73.9288211085676,40.8500923652773,2406.40897379379
36081098700,-73.8071149266514,40.7965699855358,4599.6527743813
36005034400,-73.857129742734,40.8683656569465,2678.34020060529
36005038500,-73.8924633648818,40.856308924876,1749.45586532125
36005044200,-73.8462632837692,40.9038618452645,
36005002400,-73.8704999988925,40.815007271672,2867.07980069292
36005006400,-73.8722013532313,40.8330203163836,1942.2848358425
36005007600,-73.8676433254298,40.8333782806477,1942.2848358425
36005012101,-73.8889136852215,40.8282741424074,1879.65625483941
36005020502,-73.9194757146628,40.8513806716377,2205.94662021318
36005022404,-73.8662999887999,40.852744428066,2322.72171543352
36005002800,-73.8782174410333,40.8215942752464,2610.20771154009
36005004001,-73.8583359049265,40.8282733085608,2207.11712039337
36005005200,-73.8824217672459,40.8256240859018,2433.88429357319
36005006000,-73.8779822055967,40.837703268039,2079.90800751863
36005006300,-73.9284146807643,40.8238174503081,2414.16299298987
36005007400,-73.8528604733078,40.8194712144482,3186.44020904142
36005007900,-73.9048588736284,40.815814203691,2276.10974135518
36005009200,-73.8521274296379,40.8323352909635,2813.8915773675
36005009600,-73.8436581747697,40.8344737382453,2838.89231993467
36005011800,-73.8023951345788,40.8088851618273,4224.74137564244
36005012500,-73.8935262932172,40.8286440228059,2135.00498786041
36005013200,-73.8193065758941,40.8118493239258,3972.99969817382
36005013800,-73.8102247038861,40.8217256192478,3948.21635399024
36005015700,-73.885454171656,40.8330006591793,1879.65625483941
36005016200,-73.8217570890845,40.8288506780464,4251.69451383095
36005016400,-73.8248264652868,40.8322548957846,4251.69451383095
36005016500,-73.9002238813929,40.8430785128869,1812.42032293978
36005016700,-73.9021829113022,40.840483403906,2114.66807428323
36005017701,-73.9111772130209,40.8331957981219,2484.34723702367
36005017702,-73.9095407923883,40.8361865120158,2239.07932948048
36005018102,-73.9181386504701,40.8322647037037,2235.77484031426
36005018301,-73.9208115377694,40.828638601461,2235.77484031426
36005018400,-73.8292566521449,40.8374031609442,3278.11640062015
36005018900,-73.9302184897457,40.8317159774318,2473.2047431754
36005020501,-73.9236366134654,40.847432742084,2406.40897379379
36005020900,-73.9148826138593,40.8430939175871,2196.78753962177
36005021602,-73.8622484502616,40.8371927984426,1817.28445162019
36005021800,-73.8697762197221,40.8374000641594,1930.30606600215
36005022200,-73.8552248019381,40.8356837130636,1076.21961246467
36005022901,-73.9072180493235,40.8460971208581,2104.86533278432
36005023301,-73.9087507794792,40.8495487662996,2042.00480217139
36005023502,-73.9034469931654,40.8513213512731,1951.99916940067
36005024400,-73.8575427016371,40.8462437095331,2818.76876523468
36005024800,-73.8583948380438,40.8553493153297,2426.36073718071
36005025500,-73.9089629152363,40.8605378978516,1460.95981773069
36005026500,-73.9002492476629,40.8661979333564,1524.36443475891
36005027401,-73.8226071364649,40.8404862184881,3511.51480265752
36005028500,-73.9026036724385,40.8864094177247,2207.61600960781
36005029301,-73.9254261995619,40.8838447279172,2298.5808669882
36005030000,-73.8312064255508,40.8521679571912,3015.43377892285
36005031900,-73.9108554877845,40.9139967711703,
36061019200,-73.9293663113317,40.7995818028764,2716.73425654489
36005032400,-73.8597324068442,40.8613326398043,1786.30510447503
36005033000,-73.8660293879828,40.8616519282341,1934.32508353109
36005034300,-73.8981312662054,40.9096415865845,
36005034500,-73.8986994197739,40.9040626318594,
36005035100,-73.899973842834,40.8950761971369,2158.86860006294
36005036700,-73.8893122413531,40.8407636194312,1895.724884296
36005037300,-73.8901495294084,40.8485715076969,2140.90176043246
36005037900,-73.8987711723681,40.8516014664386,1951.99916940067
36005039200,-73.8647326043519,40.8832847724712,3140.08441887647
36005039400,-73.8633627473503,40.8864908871934,3022.3462209641
36005039600,-73.8589553030599,40.8844239061921,3252.70673240805
36005039700,-73.8853235634526,40.8618553042049,1955.32940525055
36005039901,-73.893642823858,40.863516327005,1846.01713436726
36005040302,-73.8921934875422,40.8678530344817,2019.28669293721
36005040304,-73.8951873242005,40.8676699628308,2019.28669293721
36005040501,-73.890913332703,40.8671382953504,1880.40019808236
36061026900,-73.9309684493925,40.8505556124495,2549.2246544947
36061027900,-73.9316356253404,40.8558225953985,2647.67624111008
36061028500,-73.9279891353041,40.8615382358271,2259.7486791808
36005040702,-73.8869997513537,40.8691426073948,1880.40019808236
36005041100,-73.8871396177782,40.8755792134004,2160.02252220562
36005041300,-73.8851795564117,40.8740934920139,2160.02252220562
36005042100,-73.882736352951,40.8814658023226,2194.29033588178
36005042600,-73.841919602337,40.8908385453394,2978.62230007614
36005043100,-73.8766968283395,40.8819383986656,2267.15819736336
36005044901,-73.8733668627979,40.89751509251,2604.02874003746
36005045102,-73.8642336681576,40.9004568908786,
36005046202,-73.8338552798848,40.8791461082696,2225.80558120399
36061029300,-73.9201215345075,40.8659251388696,2006.04940845433
36061030900,-73.9102939196462,40.8758237637631,2083.13224955899
36081097300,-73.822708332931,40.7954063469243,4691.66522514237
36005007100,-73.9129724828595,40.81809518916,2224.76746984895
36005006800,-73.8704925047434,40.828963093551,1942.2848358425
36005023704,-73.9019073687056,40.8562669567595,1243.45994503309
36005005400,-73.8797810777941,40.8298971679697,2198.50053322009
36005000400,-73.8508233355655,40.8084286055956,3257.59522121231
36005002000,-73.8660952403871,40.817580063486,2643.95445800398
36005002701,-73.9163534969172,40.8050747644489,2581.68019653927
36005003100,-73.9056933400065,40.8098950521489,2437.7283629725
36005003500,-73.9086834889374,40.8109769631754,2437.7283629725
36005004100,-73.9194089462747,40.8113850999697,2531.82007972362
36005004200,-73.8618927312821,40.8239185480832,2560.24021637885
36005004400,-73.8665099211466,40.8264525196596,2123.14937393577
36005005001,-73.8778505028983,40.8250000911276,2300.79129355902
36005006100,-73.9226602782257,40.8222545914599,2361.04015891869
36005006200,-73.8755130510202,40.8332677558099,2079.48078088614
36005006700,-73.9181735457869,40.8195002886253,2454.02087292209
36005007000,-73.865622499804,40.8298142121258,2127.16697223185
36005007200,-73.8606621803269,40.8310570477662,2127.16697223185
36005007800,-73.8527010967156,40.8291181857134,2813.8915773675
36005008300,-73.9018375179644,40.8136716081076,2431.53885371379
36005008600,-73.8498058421503,40.8198792405356,3186.44020904142
36005008900,-73.8939170864643,40.8185684636625,2223.17541815812
36005009300,-73.88574836015,40.8056863651178,2901.69820875229
36005011000,-73.8318499520654,40.8148348084614,3639.3714449398
36005011700,-73.8747251026538,40.8091539115826,2811.3247554382
36005012300,-73.8873670955082,40.8284658598737,1879.65625483941
36005013100,-73.8979144825472,40.8259705415609,2225.0402851113
36005013300,-73.9036558227942,40.8229135963246,2225.0402851113
36005013500,-73.9021362949733,40.8271270899052,2225.0402851113
36005014702,-73.9045553620895,40.8365047088435,2239.07932948048
36005015100,-73.8984850615064,40.8310822350439,2283.45999871768
36005015500,-73.8899885845073,40.8355221283014,1895.724884296
36005024100,-73.9061901414541,40.8531413963797,2042.00480217139
36005038800,-73.8553597208266,40.8795943203714,3252.70673240805
36005015900,-73.89355249818,40.8223677968096,2211.86803853915
36005016100,-73.8850146749137,40.8368318480857,2186.65733528909
36005019400,-73.8360686634309,40.8334951877209,3119.76212836234
36005020000,-73.8455486547563,40.84279478349,2778.12573883432
36005020400,-73.8508483923637,40.8408619945627,2498.28742741772
36005020601,-73.8505428245301,40.836649231513,2498.28742741772
36005021001,-73.8582773269169,40.8407970550823,1076.21961246467
36005021200,-73.8589960066198,40.8361297447781,1076.21961246467
36005021502,-73.916694851375,40.8480588155537,2025.50205363499
36005021900,-73.919524039016,40.8397992782631,2227.04515727672
36005022000,-73.8722807149855,40.8434912067171,2246.55413517686
36005022300,-73.915087646452,40.8405247438349,2323.91724068158
36005022401,-73.8685081539852,40.8550162551476,2224.91859372781
36005022702,-73.9132505217127,40.8445216174496,2196.78753962177
36005022800,-73.8635370380903,40.8534900615865,2418.78802456501
36005023000,-73.8660801966659,40.8492629243745,2322.72171543352
36005023302,-73.904813169254,40.8482097151316,2042.00480217139
36005023600,-73.8672057363063,40.8450354108989,2246.55413517686
36005024300,-73.9115054642478,40.8524265596542,2025.50205363499
36005024600,-73.8611566789585,40.8516620928194,2418.78802456501
36005024700,-73.9185055109022,40.855441522892,2181.50169185828
36005025200,-73.8549498814709,40.8470979488302,2818.76876523468
36005025400,-73.8524775772088,40.8484987855327,2743.20799242216
36005025600,-73.8501837192216,40.844397313679,2748.33524614412
36005026601,-73.8341468520067,40.8474642733672,2925.73451059747
36005026701,-73.9011834621438,40.8693469896011,1895.08746241292
36005027402,-73.8169101119959,40.8428728815968,3247.53005893569
36005027700,-73.9014586941131,40.8784578567261,2215.79555080367
36005028600,-73.8477653130696,40.8491746110007,2743.20799242216
36005028800,-73.8514775708876,40.8542529725414,2856.24737194267
36005028900,-73.9073451590609,40.8795880466893,2025.18181187824
36005029302,-73.9158705523424,40.8793093544875,2135.60306240696
36005030701,-73.91055743622,40.8932468740191,2165.6898123063
36005030900,-73.9178052925941,40.8995750051277,
36005031600,-73.8487242119742,40.8619707724759,3393.51947809651
36005031800,-73.8516275341331,40.8618906419688,3393.51947809651
36005032600,-73.8555490761672,40.8622263256792,2571.85905047009
36005032800,-73.8631300392903,40.8617369681288,1786.30510447503
36005033400,-73.8754868227858,40.8578352318324,2193.91024545121
36005033700,-73.9025834207197,40.9062430844887,
36005034000,-73.8629235569425,40.8684410997198,2281.02280635393
36005034800,-73.8530705165117,40.8694473161183,3040.93511718089
36005035000,-73.8482552064713,40.8685203466075,3040.93511718089
36005035900,-73.8833792387468,40.8401934649942,2186.65733528909
36005036000,-73.8431196522503,40.8668408976195,3090.12883488972
36005036800,-73.8559348607132,40.8752888830865,2945.31151357182
36005037000,-73.8590159499547,40.8730908036827,2945.31151357182
36005037400,-73.8666913789928,40.8745785757646,2454.76541032053
36005037800,-73.8666402346283,40.8797707687306,2619.09777022143
36005038000,-73.8624162877231,40.8780870110934,2788.9572826918
36005038100,-73.9011519089887,40.8520351228601,1951.99916940067
36005039000,-73.8607540009322,40.8812335815519,3140.08441887647
36005039100,-73.8871365140352,40.8531285801322,2140.90176043246
36005041500,-73.8835537732141,40.870107506007,2119.04500031531
36005041900,-73.8816893397611,40.8768754424314,2086.23332716527
36005042200,-73.8552803039102,40.8910966436381,3218.42853808067
36005042400,-73.8495415761331,40.8892855522991,3202.50894816765
36005042902,-73.8737556292458,40.8772224869108,2133.96512380946
36005043400,-73.8524000729895,40.8981912531999,3806.34873002164
36005043600,-73.849744924298,40.897291779426,3806.34873002164
36005044902,-73.8690066533531,40.8988732040287,
36005045600,-73.8211570766967,40.888700113335,2884.55971487152
36005046201,-73.8273211604976,40.8743199931241,2431.07595319834
36005051600,-73.7808524026663,40.8496587194081,3486.32368004461
36061024000,-73.9227556342342,40.790120898148,2851.82177687131
36061017800,-73.9321971802982,40.7938288924179,2704.84008037531
36061024200,-73.9334798557136,40.8058319384131,2680.40864232112
36061031100,-73.9295026772952,40.8464008010402,2286.13151719533
36081010701,-73.9006605669742,40.7860044253562,3372.06478432694
36081094500,-73.8314310958886,40.790509011502,4030.54013354643
36081098100,-73.8170741386519,40.7989967878687,4710.44664849331
36081099705,-73.7873330855338,40.7928304333413,4126.44029015184
36005014500,-73.9070321084458,40.8315131704617,2327.86581351508
36005038700,-73.8893882304474,40.8579868567453,1815.28172953743
36005000200,-73.8601203879841,40.8061562625577,3081.55829579037
36005003300,-73.9118946138075,40.8082024700544,2581.68019653927
36005006900,-73.9157550719443,40.8218347681844,2224.76746984895
36005008700,-73.8972918472763,40.8196715050265,2223.17541815812
36005014300,-73.9121592615448,40.8275750247912,2365.35095592588
36005016000,-73.8175675909399,40.831176733258,4128.59441265754
36005017500,-73.9136503241354,40.8308234063644,2484.34723702367
36005018500,-73.9074726699479,40.8267140238293,2312.52181032981
36005020200,-73.8475750471697,40.83848493783,2498.28742741772
36005022403,-73.8654410533442,40.8564733914135,2303.58700176736
36005024000,-73.8688908161403,40.8416055562563,2246.55413517686
36005026900,-73.9087191800223,40.8674752972904,1817.32636094467
36005031000,-73.8360727338786,40.8612223051398,2989.33738256743
36005035800,-73.8425440510523,40.8739522906775,2757.92647318539
36005037100,-73.8874046779257,40.8471507340129,2441.02994497461
36005038302,-73.8949795312503,40.8574791642383,1749.45586532125
36005040303,-73.8934561977822,40.8696819382608,2019.28669293721
36005040900,-73.8931646265839,40.8767689990523,2347.86446274289
36005042300,-73.8773723741554,40.8770179021577,2133.96512380946
36005050400,-73.8035242900274,40.8713026227962,3079.70788523686
36005014100,-73.9123367188559,40.82371247135,2365.35095592588
36061029500,-73.9249840405883,40.8674914400384,2143.82618631917
36005012901,-73.8989123421707,40.8225634958139,2225.0402851113
36005021302,-73.9203284935829,40.8430136575529,2242.89741745636
36005017300,-73.9165230865049,40.8262960722796,2365.35095592588
36005024502,-73.9135630959885,40.8550865675478,2040.26892858338
36005040502,-73.8889607258346,40.8658719107589,1955.32940525055
36061029900,-73.9163505164024,40.8644604984174,1951.83661556903
36005026702,-73.900133417435,40.8722371635365,1895.08746241292
36005028400,-73.8387735374258,40.8493062286108,2925.73451059747
36061029700,-73.926611056543,40.8744234188789,2220.62016809477
36005019300,-73.9293102938741,40.8362919044246,2052.09853617345
36081092900,-73.85743031326,40.7887894454624,3364.208328292
36005004300,-73.9170393958406,40.8136220210486,2531.82007972362
36005006500,-73.9216683784246,40.8173612056435,2454.02087292209
36005013000,-73.8145433384553,40.8192977517729,3948.21635399024
36005015300,-73.8941614400005,40.8334786120944,2135.00498786041
36005017902,-73.9134993223077,40.8370137482148,2323.91724068158
36005022500,-73.9109931893095,40.8401470084896,2323.91724068158
36005026100,-73.9059475529615,40.8665681244164,1817.32636094467
36005028100,-73.890608756442,40.8838033600108,2253.29810438116
36005033800,-73.8658166686527,40.8684384848614,2281.02280635393
36005036400,-73.8492325776573,40.8736322459622,2891.40511078653
36005040100,-73.8976572505486,40.8646075042194,1846.01713436726
36005040701,-73.8901842490355,40.8715904532718,1880.40019808236
36005041400,-73.854073935994,40.9037105996445,
36005043500,-73.8819630744244,40.8945629669069,2478.72044759936
36005031200,-73.8424624019495,40.8620092956368,3585.49437922762
36005033201,-73.8692324417914,40.8594747544129,2224.91859372781
36005036300,-73.8827573047713,40.8445397969191,2349.28788472298
36005037200,-73.8633018450519,40.8737719895621,2788.9572826918
36005027600,-73.8213829284961,40.8549054617949,2999.04074758572
36005039500,-73.8966692838959,40.8482170459644,2000.21965605497
36005042500,-73.87911461509,40.8710293195006,2119.04500031531
36005048400,-73.8345479441909,40.8863143384085,2850.82305417272
36005026300,-73.9044462923332,40.864781969243,1460.95981773069
36005016300,-73.894965593077,40.8385722858994,2054.39221905696
36005021700,-73.9133756047287,40.848130137116,2025.50205363499
36005023200,-73.8633320742564,40.846978629937,2287.27048698731
36005023900,-73.9029441404886,40.858980841689,1243.45994503309
36005037600,-73.8691990217806,40.8745338699704,2454.76541032053
36005027900,-73.8972593613208,40.8825709510313,2270.57705122569
36005029600,-73.8449853381023,40.8553873012149,3064.7234384526
36005009000,-73.8411883843287,40.8149494702104,3264.88405028473
36005015800,-73.8185615941949,40.8247854366202,4538.21211457768
36005003900,-73.9214279684918,40.8097224781675,2531.82007972362
36005005100,-73.9276372692794,40.8131593941563,2613.45184413801
36005045101,-73.8641928781091,40.8975348202658,3130.97911804387
36005005300,-73.9217842376381,40.8522266026224,2205.94662021318
36005022102,-73.916095429709,40.8376588277398,2323.91724068158
36005034200,-73.8600259030616,40.8684159926706,2281.02280635393
36005019900,-73.9254993108804,40.8367715676751,2052.09853617345
36005038301,-73.8985218050304,40.8572039075221,1243.45994503309
36005008400,-73.8477314962603,40.8156700895679,3186.44020904142
36005023703,-73.8995709412972,40.8600426458431,1243.45994503309
36005026602,-73.8306534080652,40.8459974855212,3103.36287910644
36005025300,-73.9045793972324,40.861037432337,1460.95981773069
36005002500,-73.920871116946,40.8070039619176,2583.59254901534
36005017100,-73.90754746892,40.8404207013954,2239.07932948048
36005036100,-73.8795681603676,40.8422589833948,2349.28788472298
36005039902,-73.894764542094,40.8604239411758,1846.01713436726
36005024900,-73.9131650610058,40.8574226209376,2040.26892858338
36047000301,-73.997533068044,40.6967119995408,2091.23079200195
36047002901,-73.9781003510771,40.6949832366329,2696.31015843968
36047006700,-73.9972238912525,40.684174924241,3474.7199581925
36047007100,-73.9871905132202,40.6833316204945,3042.18679790719
36047022900,-73.9567615695244,40.6851314915018,3058.18408865843
36047025100,-73.9493879540024,40.6878546170654,3383.98162453863
36047028502,-73.9408795218839,40.6974515995687,3429.09298746372
36047029300,-73.9329582191171,40.6874971222356,3854.26858082706
36047042100,-73.9240387160228,40.6970292374755,4113.14046661916
36047049300,-73.9413521079221,40.7077876023018,2838.54760315891
36047050700,-73.9470178924003,40.7014072061471,3011.48487385887
36047053300,-73.9573619188109,40.7037565627777,1659.78821978603
36047057100,-73.9476308512404,40.7247707352557,3089.45377499009
36061000600,-73.9891615791919,40.7101173435609,2186.30481912463
36061001600,-73.9932573701492,40.7159453416987,1643.2903549746
36061003100,-74.0038115836064,40.7153196175275,2280.7889739612
36061004700,-74.0028333348044,40.7224083697718,2297.81609289671
36061006600,-73.9792317551996,40.7400705499001,1820.3828682358
36061008300,-74.0044534015112,40.7421982031629,2865.99960042685
36061008700,-73.9969964195867,40.7422440102367,2681.39733405245
36061009000,-73.9700858262952,40.7526580243739,2280.65577595218
36061009700,-73.9990323075793,40.7496392124387,2804.23415891077
36061011900,-73.9860242011733,40.7573150375602,1595.80398937398
36061014000,-73.9582099076861,40.77591414405,3940.01524716865
36061015400,-73.9491245063725,40.7813493421566,2660.9644801438
36061016400,-73.9444745034183,40.7877141661017,2343.34736019194
36061016900,-73.9731194463028,40.7851959689973,4852.05462692407
36061020101,-73.960200873834,40.8064348366249,2696.13080356598
36061020701,-73.9585524862501,40.8088824914532,2696.13080356598
36061022200,-73.9487896730753,40.8083410028361,2657.33324102936
36061022600,-73.9448111549952,40.8134300815482,2707.26744461337
36061023900,-73.9410275419335,40.8323394929064,2577.16613342039
36061026500,-73.9401558164531,40.8496218295179,2595.43647411953
36081001900,-73.9450158740497,40.7485813180443,2819.58771814051
36081006900,-73.9221550726393,40.7714999930652,2839.228647792
36081016300,-73.9098797315004,40.7563188639796,3355.04167523429
36081018502,-73.922066536079,40.740554329456,3634.63905572698
36081023500,-73.9175937573022,40.7393947023389,3634.63905572698
36061001800,-73.9908421468594,40.719045842456,1643.2903549746
36061003002,-73.9858564408478,40.7229634196288,1925.6290654512
36061003800,-73.9884663425683,40.7273664039272,1960.79013774556
36061004900,-74.0005039369855,40.7250703525698,2297.81609289671
36061005502,-73.9938725138864,40.726221042213,2586.72058748871
36061007000,-73.9769617155998,40.7431848179277,1820.3828682358
36061009400,-73.9778667314007,40.7552178308043,1858.3038609985
36061010200,-73.9744489343803,40.7594242230981,2073.22596476076
36061011000,-73.9631392218177,40.7621477836943,2579.33891112141
36061011202,-73.9721313606657,40.7626041832921,2437.83276550783
36061011401,-73.970495501191,40.7648405492483,2727.26124714325
36061012000,-73.9647669984147,40.7669266268101,2916.63845440342
36061013100,-73.9823529501655,40.7623452146074,1907.9787954206
36061013800,-73.9538150769358,40.7749215720733,2676.71560475107
36061014401,-73.9475513641841,40.7752487707355,2549.71897342974
36061014801,-73.9560743333918,40.7788416128185,3432.1290451404
36061015300,-73.9806653628409,40.774858722246,2539.52712644724
36061015700,-73.9787886766744,40.777417663262,3062.48345026978
36061016002,-73.9536858434968,40.7878782283992,2604.92644581379
36061016600,-73.948388840769,40.7893742031489,2343.34736019194
36061017402,-73.94715727017,40.7968042623529,2624.48777077838
36061018000,-73.9395948710832,40.794401777848,2598.31445214744
36061018500,-73.9663647748377,40.7945029391729,3422.39561376119
36061019000,-73.9476195246644,40.8019615782505,2624.48777077838
36061020000,-73.9452337479174,40.8057863402165,2657.33324102936
36061020800,-73.9420075176857,40.8096478502831,2958.70841675938
36061021500,-73.9494726156961,40.8135347531856,2190.43821336807
36061021800,-73.9524761804247,40.8030302471227,2659.03056256032
36061023400,-73.9389189879941,40.8239282597013,2638.34757042988
36061024900,-73.93645936302,40.8391075664933,2821.63254924581
36061031900,-74.0156097382474,40.7027949484996,2097.19795074393
36047002300,-73.9833829672154,40.699574901387,2707.56647897955
36047004500,-73.9952860516355,40.6881463720525,2498.21758612887
36047012700,-73.9828511876476,40.6817476034537,3042.18679790719
36047018300,-73.9714783056991,40.6913768538038,2384.32585775102
36047019700,-73.96674628222,40.6880024227375,2917.19418666522
36047024900,-73.9483940111004,40.6829871338069,3615.75999641405
36047025500,-73.9512864208243,40.6973951379895,3059.18674811726
36047026900,-73.9433245139026,40.6812815441552,4000.15987954311
36047029500,-73.9323759010925,40.684565945029,3854.26858082706
36081004300,-73.9375145252653,40.7609509747171,2321.41059153004
36081005100,-73.9321374131358,40.7556403288035,2309.54571516494
36081006502,-73.9151185477155,40.7667960740558,3635.83956026671
36081007700,-73.9317453550437,40.7667192962903,2440.58692692489
36081009700,-73.9186017748902,40.7764816893725,2839.228647792
36081015100,-73.9108448643373,40.7601673737935,3780.65335065238
36047039700,-73.9194916881831,40.6890237653021,3970.97466588567
36047040100,-73.9127408046686,40.6864593961121,3430.32718166968
36047041300,-73.9106199545766,40.6898146698458,3862.74799998506
36047041900,-73.9210301006375,40.695329890976,3954.7217992902
36047042500,-73.9309067372312,40.7014625396746,3462.77289710695
36047043700,-73.908423908534,40.6932453126208,3862.74799998506
36047051700,-73.9544994655187,40.7206522434402,3100.57733405015
36081025100,-73.9097147036054,40.7448501962095,3163.99673587467
36047054500,-73.9652833606676,40.7052399559698,2549.88866968094
36047055700,-73.9593319877154,40.7220056973051,2943.55168045436
36081054900,-73.9078162233819,40.7021865998172,5474.22198250514
36081059100,-73.9097803374245,40.7081117788144,4803.99858190918
36061000700,-74.0075907988674,40.7053925653896,2127.07518411606
36047012902,-73.976026220187,40.6807704994394,3412.62760330894
36047023100,-73.9608382555907,40.6857866028308,3058.18408865843
36047037500,-73.9213331699981,40.6874089582065,3606.658931114
36061000201,-73.985668145031,40.7096414299036,2352.10938077953
36061008100,-73.9987712282908,40.7398051780045,2681.39733405245
